stream,request_frame,request_ts,branch,response_frame,response_len,entropy,sha256,first16,last16,sum_mod256,xor_all
956,10269,1715253286.323336,12,10271,3073,7.934318,f4e7adc2c10c83ca118aaac57c6fdce76da695cf9d8f9ebb098cbfc213379f7b,0bfa375e158742948d1a674c38176c15,62ce96ef238731a40791e6ff60e42879,246,232
957,10279,1715253303.914762,15,10281,5486,7.967281,7e58a29aee5b876628eba4dcdd83e174ed6e6082614904048afb6f31a72be0fb,02aadc58b7e9e0915d5a4122e8c15d7b,d519ff2445b4c58acc8265e16bcc2366,95,153
963,10341,1715253592.375538,40,10343,1648,7.881576,346739eecf722cb3eaab04f54e0ddf41ee2aa0e69eeec6eb34877b201948838b,4789badb441fb8d2db5a9f33a97d4a54,8cf945506973d46bfbfde5ca0cd0caf6,15,97
967,10381,1715253726.945146,8,10383,4984,7.963101,f5ae0e7cbebf07cab100fa6edd2e98fb1c0f099f144555a4afceac16d1846697,d3ecc9988209fe7e213e7b63fc0d14a9,cfab2f54264328350f3e9e95e66733ef,222,16
968,10393,1715253788.386849,29,10395,4400,7.955667,e0e907ad52ebf4d2074b8dfa88e4e5121269f4956c338e78a04229bb45900faf,7de247d248edab149fcdd66639479278,688f372a8fdabfdbd36d3f1630cd6c75,94,158
970,10413,1715253849.693558,23,10415,4108,7.955889,aaa978585c4ae27c5ee4da4aa51fddd4d1073da24e026e7931c271fd197f2bcb,2d55b3517859b525ac4bee51e3fbbcfd,5b57fc3f45dffbd376923f13034989ec,40,244
973,10443,1715254086.314216,9,10445,2093,7.901691,a183d5bf1e42fc0292a8d138cb60cb2c24a969a8225529549456767b6f641110,3258932205a29e250c92c2669d43e362,93ab5ff054edd42f6efac8116c167566,245,233
977,10483,1715254190.673856,30,10485,5072,7.964923,02b7d65e3ee2a5c7aab392ffc6f6b6f2c631b06dd8607c4ac70dba575bfdc5ba,82a7ff5d4ed4ae4cb3a721147df6423f,7bc68564407067527855a6979b3dc747,249,129
978,10493,1715254219.685783,30,10495,4209,7.955597,6acb4761e31c2358b924b01354326c124eca39b3e2be495246b743304973a1ec,6d3c4a976d038eb15c4a8b2073633622,d2b57188e06a3cb63ee75bb6db88eeb1,232,96
981,10527,1715254666.203354,32,10529,4591,7.955149,d040b402f49609b54b9ff8f06945af231774f1b66495a440e3203f1601f66494,3adb97a8aca77c133f4795e3618593ba,56f53463a785d612c9df8421a693cabb,53,3
983,10549,1715254865.975538,14,10551,4756,7.957497,944cd690df5d58126cfe2fe2ea9e4d610d17d50763a6f108dd745d5e61bab132,453d276f202c4907aee7b5db00f51db7,f69082d4efc0ee7e6ffb629b1628f313,180,86
984,10559,1715254968.393946,34,10561,1581,7.880937,621a6591898356c0335ccc3fcd10e86a9c530962a7425bbe76bfdbeba02c698e,bfb8652fd2b97de5976b66bc02997d0a,893115fe21803131442898bfa35cd1a2,206,78
987,10594,1715255217.84012,25,10596,5307,7.965332,880e3c3f11d86ccf43a05632b04c8e2c6f9b01b80a364f567e126bb0a9196b8d,88190c6d244ce6c6c8846d46b4b05561,3505f6dbc68d9cf54f9579695de2e936,140,158
988,10605,1715255226.202084,5,10607,4718,7.963303,6d56e6e17cd3394ac4b229e10691a26fe8fd7460fbd6a42babb89cffd5f7a13a,32887fb9851ad6363938fb4227d729df,226fee9f62042b2a4dd0248b445dc715,164,18
991,10637,1715255409.799158,22,10639,2933,7.932517,51ec64aca3963420ec9d54131fc6f122194b4aa762dc64c99765bf27c7d2b997,33dec591f50c6ebf64bfbf7c90aee872,cc9a8d7ccbec0054cf25378b6847fa9a,9,15
993,10657,1715255471.055506,26,10659,4804,7.963198,f3a752a98a7783327108648a20340126cedca84169296c24568532d4f74c3a94,4d1b6e4b5de6acc5e966bfce2c27fe54,57eeb627d726a2308577dedb5494bb97,241,165
994,10667,1715255509.946076,31,10669,2514,7.927528,994ea22cbd8e78936cabba46d57a3852102003e2fe50cc53253e50f13710ed55,6b60db0a02fcc90734563048376f3f91,d0ee2864606c986d48326ac0747530ab,159,47
995,10681,1715255616.763446,4,10683,3303,7.936036,bc4693b8f6de2a4929f6e8dd080e115fe23084082d637193c7ab9f233f310967,28229132b2f8ff40ca30e9acc05cd483,dacfe72fda1b4ab855e5ef4371b9ae25,113,81
999,10723,1715255867.685741,20,10725,4284,7.95456,07953973ee186f1205eeaa2376a6cf07a0f8868217a8ea3f31d78dcff0ac00b4,f4939fb1f2697c1d567af9533b2218a7,3f43ebb12491b49bbe4d780c088f8207,191,131
1002,10755,1715255918.993252,24,10757,2844,7.933809,75fc94513837e66b09be985ad8443e43f10e4e2d965382f225d6e081a0f99210,1305d3d943ce565d04a56ffde64c1c38,465c656205ebc540d6bd8c83567e9762,7,219
1013,10878,1715256759.506814,1,10880,2171,7.898426,38a8dc54c651d0f9572471c2cd7fa0003b16f852240283006001b6fc3da43797,1b71b40a291141a1350f7709ba56f0f8,01dd6062e1212f7baf9e3664ffd07664,214,138
1015,10898,1715256943.542197,34,10900,1457,7.871546,933e3d6c7e8da10c26ed5614bb8b9c59e0c58a54975fcf9fd982357c7f7e943f,cdcb6cd3aeaa747e243b37a009af4992,e9c386be7e51c9698d452f002a2ed0a6,120,2
1016,10908,1715256971.35222,32,10910,2220,7.92521,b16da1e838cc2890ef8e9dc5453568724ae884bdf4d549c9a9b38fe9deeef40b,4577e0cf9dec4d8a08b9fd45425904ca,95a5e56bd005a63b520e41e79ffba24c,42,2
1017,10920,1715257038.652659,39,10922,5329,7.968717,02364e1540360a753d028a1dbea958614e4478eb3274540f04f5089b0d4f1c98,64dce4b2667128c05d8f05be5822add8,f9d29270e85029f4d703bee6dc099bae,182,240
1019,10940,1715257196.567092,22,10942,4740,7.96055,c507bd346d424023eb939a121f07e3dc4b25cfcbaedbd96736da2c0654ce30a8,a51974d202ffeb2221bae54d07af9aa9,e9c497b07b11445f5ab4850362fde3fe,36,158
1022,10972,1715257303.279226,29,10974,1206,7.849962,dccd6590b66326918fcce73f024f2ea5838e876298ec8bc93a1d73664172fb29,d5859a7d430647ddd4b3ccc58e87960f,e3471f9629e8cce52ef61e765687972c,147,199
1023,10982,1715257316.889273,7,10984,1712,7.880743,a8c7de94b328c20440aef5b340adec7c86c47b1c8a0487a8eb51406b0b670a2d,ffd0c225dc2d0b4de981d3bfdcf19790,37b0e746095c727f20ce26ea4c7a4aed,5,67
1027,11024,1715257503.134679,13,11026,4572,7.955376,b13d91e76a2f71271dc9a398c9c49608e52ad04a56ac71132ff1ac785af76b59,cbd5bff9a8608b37c8ad7bb35bdeac83,f6166565802b546284976b9cc0b4827e,31,193
1034,11102,1715258119.700015,15,11104,3161,7.949774,638e052428b3f5845a006171823e09cc71ccca2eeb6b5045ceda2e0ae698efd5,9e4753b0db41238e580029ac85cace61,f41baed10004b088e64a88bf41d98e26,200,168
1036,11124,1715258136.15296,38,11126,1545,7.876552,587ea9c7f726c87ae5f64c9644207670c57730ec3bafeacf130705b6b6721a14,a5e32b1cc0f99b2ccd2519328b9a1476,0eab4b54795d62ad1499541aaedbcaa6,0,148
1037,11134,1715258157.585145,30,11136,2942,7.939252,d25ffd9ee3bb508718d189be23d8c1d43c6fb055c45622d4d94c044acab839e6,3ad04b1469a14c2563e0ce0a64f1db5d,8f3b477b56502d17ec5cc7b1a273d878,246,146
1040,11164,1715258292.097434,13,11166,5668,7.966018,dc7d125fd646d93f7f730ecbcaeba2c633bf82ace02be65f7433af0aa41acb12,79f93e373702852fe55a64dc2764c393,2b05756885e4299e8d3c51de96be3fb6,72,104
1041,11176,1715258528.541469,4,11178,4265,7.959882,9bf5a97697f0a10ec9ff2e249a0349db09f166b36b9bb173460f2c53e7d05850,84eb3d459d4dad3faa166f779a79411d,3dd01e169fb585cec5d10bbe93601c27,160,146
1046,11234,1715258674.033779,38,11236,4385,7.961491,d6732fdb33daa956c8ce55b01f43ce35f15ae96814942d543dc8967417511123,da7fa3b8bb9adb5da5dad278603efe69,a1ed9dd1db71d16fdd206529532b642d,209,5
1047,11246,1715258762.686283,35,11248,4353,7.960057,9ff967973a2080b93524a8a3ca564de31e5f9aa85639bb5fd48c7785dd337787,0b9e4d22f9b7ac37896dfd2074de63ff,6164603f2167026c94fdc6ef3b1540e7,68,58
1048,11256,1715258801.096699,26,11258,5725,7.967764,1459fe704e2e7b04b65838b4833b3a4eb2f1260848735e1c8ef0d185a7498fe5,3daf4a2252d653b1c2b69ab7a29ab95a,c785dc89db17edbcd8f113c0ae792090,17,11
1050,11276,1715258882.178217,5,11278,5070,7.956972,2450dbc3c7aa5001ef191886215f3e940bb982211c34a8c58b651bd87d1256e1,bff9ce2b3eff1a4cdd64d2b046a03827,43a68c03893724ad97a837403a2fd42d,110,182
1051,11288,1715259005.051029,19,11290,2543,7.910815,f71efef50ff35f9421ffd2747ad74b8831f1bc1199f9a87879df98c430bb31d4,76658f1ddde668e70b2add14cdb7bd2b,f82b4e7499e146b4817b3dc83f4ea46e,239,47
1053,11310,1715259169.574746,39,11312,1678,7.905457,f11b2bdbe797da6a74f3c7d0177fce88425c55da86a5bca0b1a0492dba1ca126,d6ea37b490955d5760c978bd80ca31b4,03f17e30551ffc1f9583fc1d3fa41b00,14,58
1056,11344,1715259393.288011,14,11346,5209,7.963469,0c57985e0cefe19d2df792bc26d71506a04c7e7b620cdd122044acd8a3f1fdff,99560433e652dd817ee9dbd9983a0fd2,4d3deb4978469f14d52b13000de4890e,89,95
1068,11468,1715260251.57497,2,11470,4814,7.960222,9e2b724b4d3287c151acb2c54b8ecdc3784fefa39729f35ef12e160b4b71e744,92f074db8c7cd132243c7d8509a5cd83,0eadf40477875b97ff1db9b70762bc00,58,86
1069,11479,1715260412.399169,34,11481,3621,7.946267,f37603b3f6c5edf3aea70a7495299eb597f053e131f574b740f2c511d1ab019c,62cab99115d6bf30e38ba47cd6ef4584,7ddde693706cf9dca92f2c186b931a60,237,33
1070,11491,1715260580.587126,23,11493,3803,7.954179,785e6e34a3dbb2c6c140e81139dbc7914ed7729ef8655ecdadb27e9134762e51,c7b1de136d5e8401016d3b1ea531746a,d1431b3e334c6891b90ddfe6b697e620,235,255
1071,11503,1715260862.762131,13,11505,4371,7.956456,e679f7b00709f04f28650736c506649925bc6181def214695e59afcdb0261337,982b29d67ac189d8a12e474297279ac2,3afd59652cc2b6374398109d6b7b762d,48,2
1073,11524,1715260962.175806,35,11526,1214,7.83063,eb72fc843c94ac18cf58eafe5b1ece8a05c4c35cdaba6a79204362ddbac5a3b2,0f932869c8b55b18b0db4aff7dbf125b,e9e959524958db7b1746e234d99fb88b,250,144
1074,11534,1715261027.416599,3,11536,4330,7.949269,7a4eedb16843979468566043b5f7a784ec9047d97e486f0a330fe677f3de961a,4bca20d14656ea076868fc978c695603,003a06c12c8236800645a09188844ac8,112,250
1075,11545,1715261079.049132,23,11547,4300,7.958438,a2e0706a256cc003bea19ff0f02cdf92685d0a3fcdff209929088c04c074f56c,13763812552abdd1c13124c4daf24bc3,14c8938cd0fc8a1674e55b48ed52eff2,32,204
1079,11747,1715261160.910153,2,11750,3671,7.943314,3c42ebdc7dbd942267b228140ef1dee6518c656dde5ef496b1caea3400e08111,2575f7b0bcba27457ea2b8f5ddae7877,9b2fd675c1d72fc6446d1bfeaaa27b86,96,88
1081,12034,1715261334.446217,11,12036,3257,7.9446,8e72cd7215234868537f071f430f1cf52165f638e0e5857c6d25355290b293d5,380d78b1b769cd22631bc0d291e029e9,5c0764114cb67c874c97c665ed491af7,47,213
1085,12085,1715261919.077958,13,12087,4264,7.957127,3e16e3764c88b1a4911fab0de3b2cdd8cc9252297e4e8aa8f4370324baacd553,a5605920c0e104ff572eb2bb1d545819,a82ba36d18f3cc62d80a519cabfe723b,124,2
1092,12169,1715262656.364883,13,12171,3571,7.939271,80b01f00d6dbe7a035d2cc5fd2671153e2a5e4c759828a5081844fcbcfcf1482,5c7ea6d25ff9c8a67348d53a9e032696,66c39d2c06896096c5a57a2d4567fe42,74,28
1093,12181,1715262759.200305,35,12183,1380,7.867898,dfbc2001c3a923ab13b159e20e513da399aa1226cac716d9add9ea1d8933f2a2,7bb150c74370370d1631c1d873609981,15efeee4747fe59820c0bcd264c392db,39,11
1094,12193,1715262813.014919,20,12195,5083,7.960261,c60ada1c1c46f693741e27ba1ec011f87caefaa622e0b7dacd7d2e23d8622487,1dfc667cfd89f27802720ec278bc3923,71ef8bb5aa8afe2aa00b2780dfa9bbe6,154,122
1095,12206,1715262933.266471,26,12208,2416,7.932154,61df3d9593bf5f5552425cad4ab652166152a568fe411fd084a13f76d4920ff8,b5fecb0700751a9533e3d4283e087376,f5c8a29cca476fd82beec356dd95b6a7,200,128
1101,12271,1715263147.090277,21,12273,3619,7.950682,7d1edebfc0b5ad8dbdc00191c643fa8b0d442cf31074a69496a593c7d2f73e2c,d0566499fa8600313902856f5fef52e4,0d77083c96c0964a188118303a2f6d13,62,120
1103,12291,1715263344.233657,28,12293,4041,7.960475,f1d3df3120312acbf64b5636bb76aa94e11c06f184523b969211d3f7b8980340,d706db507415fe7838c8437cca57006e,b1955e5b29214f6923baf5f1ef7ebe59,12,208
1104,12301,1715263391.110781,5,12303,2308,7.919878,460e6f50f2d189b0595d6b8d7cb5e57cf9e382f72d92dbb2a25f5b3e2d3c50d6,06cb72bab575b40e8cfd92f8d2522fdb,988de7551116619d4f43fcac14f673ba,147,213
1108,12345,1715263579.518051,37,12347,2909,7.926956,60ac88253ba07c7e225030388a0819b6fa93ab72c1c4f23dc94f30961cf7901a,2b5f48c63d277789a994e9108fb77ed3,546eb3510f80aa5964f842f49daca10f,122,230
1111,12377,1715263785.277761,7,12379,2678,7.932111,bdc8aa6be4dee04d5f2aa9e0d07af967ceb97673b805ebbc96fa146b7349b99f,9ce896ed54890616906c1df70baaee3f,0f893da9506e71f21997837d924e52f6,238,166
1114,12409,1715264027.331196,5,12411,1366,7.834488,6d8d1ef73c204f7ade10658682234fac658e50b1e3bdfff6d6030b2e548c12d6,0f1da39c26a13bfa946450ccd9af7a0a,65656aad46a94b1c8c8395995f7e0ead,134,18
1115,12419,1715264289.23621,36,12421,4410,7.960065,28d7b92f8c34e511fd76978af6ce6bdcd9954dafd11b345f38d76a8cbbf11699,bc10219392dcd373faad14da0a937f52,1e32e6787b42e214bf782d8e2d3b81dc,126,252
1118,12449,1715264386.083302,9,12451,2157,7.904069,ba4015a8a8184048b0fb6d85044fd07f84dea00f70b9b699540d34192f11a5d6,4f27dabfba66a0fdc9d05fa52d90b8c2,3944182fcd20f404a0d8c62b9cc68d91,103,177
1119,12461,1715264410.84778,38,12463,1679,7.882765,e7a4f56fff64738396bd1783ed84731cb3d0fc48345673997e36412aef4f3ff8,044623e32612ba53639d14284550c925,c364cc981be04e978e1849d373fa69fa,121,37
1122,12493,1715264652.319746,24,12495,2899,7.939968,11b1f44dbbaeeead0d61264c5627c9b87348da4d2606dd40c287a9e99ea7ce2f,159c07cbc6b523ed24767e47d82d44ec,1cf172bcc16ebeb55a425d717faa6da9,249,215
1123,12503,1715264669.981922,19,12505,4636,7.956875,05c9b1aaf04e32fb9d452d277eb8fced7f3de83ae5a817389be9421764538c21,bb415447f0151dd6e918697d68e918e3,0315c143c338c8140073e6f6062ac307,71,239
1126,12535,1715265312.610602,16,12537,5504,7.964675,e041deda7212bc75fffcc0676c06e44495dca173c639db081eb0fe10d6fefc3f,2be86aa753f73d0f1a6c8ec3fc3a426f,85a0c2b0faddb99556cffb14b5164b6b,115,239
1127,12545,1715265314.790453,18,12547,1825,7.886848,03193e6632fbbe51955c7dbba7f4359528d279f87bf4edeae006577c929b22cf,6b81f04c738310215c64bad801790390,ae72324dfffea68fb5d4560cf52cfb6c,148,138
1129,12565,1715265422.468589,24,12567,2190,7.918509,e6d40aaab77057bd85583160ca096969ab3937ef19dd248c88ff634a5ba03ee3,5f6716af32eca3244aedbde6c53b2ed8,816b153ee6e12c4ad89275f732c342b6,145,109
1131,12587,1715265665.133035,29,12589,2754,7.932615,798a80c15356cebea1ee0bbe6f282c205a8d6306f5e87b499e578edccd1d2cfc,7465eed182615810a0e48c23753f98fd,e386e316ccf4135ad5e4e64508b2f7c2,18,110
1134,12617,1715265713.07682,28,12619,4533,7.958218,57f3ab627603e2e5cd20512e5d96865cfd729f73132e23c20fca985274117b8d,5ca9e67ae94394f3b8be320742126731,ae773123a112b792126093be53d399c0,77,203
1136,12639,1715265813.831255,38,12641,3388,7.942527,af4be28f78be9326a6f643ce390b5592c2e7c107af27173276afa8eed91fac4b,a6f30f1f9c2c66af6df114fc3a13f09b,f400019d092ce38e579f30de14506b57,178,8
1138,12659,1715265882.921749,19,12661,1846,7.914797,c24c223fa50551091365db85c0a3409ad9f0b043fd838ec99d8fb318806c66d0,0b17c79acc901cb5028682b425e61560,b2593f6aeccd6b8e403dcb149d2d43e7,65,107
1139,12669,1715265885.356269,21,12671,1805,7.897054,e93f0a4eca2e8a3ab4fcda95beb01e205bf6f6c17d60432b368ef9b1702c1bd2,c47d5097657dc8c8df20a0316d4208e3,4dc780d829cb172930de4eda69cf94ce,228,84
1143,12711,1715266082.051151,11,12713,4629,7.959689,d795acdfcb4a17ac6cda1496f170107308b342767b8bef74660f0a5a5db29e30,3dcd48e14bd388a5078ef934a59cd016,b9ff39dbcf589a79542d5d7dafe0aa15,80,92
1145,12731,1715266184.844934,5,12733,3806,7.954081,76b81553ed76bbcb133689eaa209a283dc484afbd753c3f19199770e6aa89110,bd88349e9334da08adf538285e6512e7,7d89326e44d64508ac0704686f96c67c,62,232
1157,12855,1715266688.803367,29,12857,1449,7.845764,3eb8c6a15d6d34cb5cf7dc98526bf10aff0b974fe29c808c04bed48df160bc84,ce58b0ce8a5f48565926e1f899944119,b62a7bb2f86357102b8c1b4a84b65022,251,55
1160,12885,1715266902.038905,29,12887,2109,7.919461,cfe8afeaa3c07a3d4bf90d7550a26ce9f44d106a00e39a5de5a1a141b7c8b656,34ddab541e8d80b0772a74618930b3c9,42a035beeb3ced6b96b5c01f4ead81ca,90,136
1161,12895,1715266908.988589,7,12897,5365,7.966999,07b016a3010b12805fb173bc598347d09e27f9c5cd43364ffa5a6f55e01b09a0,5c8b719d9f2ec138ecf365232652ef86,127478d1079920a4c725a2c3f9b19222,209,29
1164,12925,1715267243.365397,2,12927,4507,7.958967,3a12132d9a7094abf93c272c910836a7cd41496dbf4d19652b737be5984a1e36,2e970d4b4a216b3d109fb2189a1cecdf,a0dcf95ec2d45171feb5ef7f7f9278f9,45,143
1168,12967,1715267384.968049,29,12969,4389,7.958775,d6e00cd39466541fbf6ebb2395276f2cbdf27889af4ed4906e2a74d03ef9b8f7,16fe4d82c2172b2b122afe8ae39feeaf,13312d2908a544fafc532f7919158c25,76,232
1170,12989,1715267491.556262,1,12991,3814,7.95121,946da2866d9b8fc5d846b4e2e0b2a23e4852aa36055e589d3221ed7ba973141d,9b92a9f66e7f808955ecde39d840862c,1f65c55e6f4b27c3b7cf154176b25194,125,9
1173,13019,1715267588.254301,25,13021,4630,7.960428,7e7417e7ab218b6423e8d83602a817efd5b0e66b5b665fbc8dcadab9d8fcab60,0960a5d3fde87dd9beb574f0f72e8a7a,71444c78dc5b3e169fcd75a6517f9ea8,148,8
1174,13033,1715267756.495157,7,13035,2110,7.914405,b3a0f25d42dce49335e7e363fc67d146483a33b8c97cdcb443b9066c653b1072,095b0089b120a001883cdb66fb414971,5903e0fc4dd71410d946bbf664c6ed17,74,80
1176,13053,1715267831.198757,9,13055,2986,7.950926,0c5e73b2e75eabcca8f665803d92701455296360a5e70104e490e2a9e1cf30a6,2fdbea41d87693533f4231d9e1816aca,2e00ce472817e076c5b7a14ececc6060,60,34
1177,13063,1715267836.355074,15,13065,3672,7.960085,95aba30d5f169b0c4c39ae48f7e33f05c7ea2ce03f2cda3f4193655c0bb68a9e,2a2b2bd8e0aa43568a3569e33a4cbcfa,a6580760a38cfc114b1b6c72d48d069e,19,201
1183,13125,1715268215.398567,11,13127,2193,7.921374,375297a6db80d835ce55d89c85828414c134f45adf3f06433adcb445353f3b70,cce614b3be5556264f26679d17212a73,4a3d991f2329e14343291f90ee190540,140,50
1189,13198,1715268720.396249,13,13200,5695,7.964258,3cd80f63223a3ccd8fbbfd381e65fbafe76ba743ceba2c864b28bcea5c8fe731,7dd4997e04eeb401952747db106fcdc0,a2c77cb9c0e75ab35b89dcd21577d816,240,48
1191,13219,1715268891.102079,24,13221,5396,7.965267,c79397546d9122d386d4059f517ae4a5b6f68ae64ee55b650ab84e39c7a3604e,6e68841cee67e5b6d324f3cb652ccca9,79bf42641937ec93c6136d6f5d642924,73,115
1192,13229,1715268939.02728,27,13231,1768,7.885393,e98713319e4522ad22141bed1e91ce14ccdeac94a1c52b7788a6c724c97c328c,0ebb70fd3d48ea39d1f671aae1499b67,0305f3c28b310479efbac33d341ef67e,252,88
1197,13283,1715269062.268302,27,13285,4497,7.957745,85823485ed00646d873cda18f6025fd789bf21e5a23c47fb82a4da84f645130e,c589e0bf08ee7bf611d7dcc1855c06e1,0b51057a3744215871243b5499dd946d,104,140
1198,13293,1715269208.378098,37,13295,5771,7.967081,2c5d98d8e00bd0d0b29d98eb45d6a9b45e492cc3faeafc0bbee28af9a8aef2fb,0b63ef826a062aa7cba5be41503be48c,e849156e850366b18523588c0bf33397,198,104
1200,13315,1715269280.387056,1,13317,5510,7.964428,33c978bc6ae0ce5e209de8a3cbae186cc7a28c318dc10768db94743f5a819e50,e554611fc74c971543bb660785f428cb,67fae499a82c0edf93d74597ebe2fdc2,7,245
1206,13375,1715269467.707857,33,13377,2143,7.903224,fd267475fd6ef9256932a46db23ef881f7ec2519e5d3859a9dbeedfa89663dc7,b0a0e4fd6809824afb7693503e2cd0b5,61a2df5440142e7cd26c4b43df5c9dd3,103,83
1207,13385,1715269545.108416,14,13387,5150,7.966561,6b504bd066a6f33ab48805829976e2d3698b5663510f21609a7e819ffac903f4,4f9ac0e30fdf6bc9ca0de09171ef3c73,0dcda3a53d19e6d09f88d78aa6ea1e88,111,35
1211,13431,1715269795.053044,20,13433,3622,7.948513,103c5fb758ba40fce3245593ca3a312888018fdc78c5dfe7dc9db3b66fe85253,2d9a505560d219917348c911c6b1e5c3,f1664d13b7ff4785eefacef0a16b81cc,22,220
1215,13473,1715269895.382997,30,13475,3959,7.944165,71808930af12a23f801b27957bca8ed2bebd89c39ec4236181f6c6d82d96465b,bf0fa6c8b9e637f14654f2b475cc3538,a8660a8d5812e87f4a9649e014d55243,11,51
1216,13483,1715270046.224774,2,13485,1888,7.891814,abce9bc2ddcf8acd02c7f6dc281ae2ff74c994ccd74cb11f81990625ec4b1892,f8e7097a87bf35b56a17b2c2becbd59c,057451a9dfafdfb74e22299d3e1305fd,241,19
1220,13529,1715270783.632587,39,13531,5731,7.965192,f40d0e5a8593fb51ad6caadd39f938d018d6f26a1eb25ff0b6882da76a63b0e7,b58b50a25f51b22ad582815e9abcae4c,0c9bf6433a1cc05e9745b9e249786c13,227,55
1221,13539,1715270889.050948,3,13541,3060,7.939778,b31d91461033ad6e145fd63d4b8c4c8158a90c1a3f3e4068ae5b51a446b8ad9a,38b1ea2899e5243fd8ae370441038af2,b20b80c11165486871d8ef7acf5599d7,154,140
1222,13549,1715270930.084376,6,13551,3852,7.954685,6b9bdd1d84315f3ff96263faad8ee51c591250bc18046ad9c49961168272dadc,934c5bf99aa25fa12b8dc5c9c917be4c,b81a37bbb1b6c2d9cf76695c5f42833f,49,45
1226,13591,1715271053.970035,30,13593,3895,7.95382,2cfd911ff910df3e70527a34c748e44540f7f8b6f2912931d1b3c948b5096038,756883dd624f2b168eaea71170f7996c,79cae7e104522c4faa411f9ccf51e574,31,183
1227,13603,1715271144.042073,22,13605,2695,7.922545,520a40de9033c328031dbb19b4e75b611045204bd69b33b2b0d737f8048c2dc5,256373c3a939adcf448a573353a2cbfe,a496ebd787b657f3adc792509c6380ce,154,100
1231,13645,1715271259.272261,10,13647,1303,7.854161,a3c1e6aa72c2c80cd5dbe189e306e7fc83432be9d9b4446d544e54be2ca1b5d5,b224cc3f2f6955797a6ebe50dd5cdd58,be8ef5be6b636aec81454f8b43c36e0e,164,2
1232,13655,1715271289.734959,16,13657,2272,7.91905,f3eb7e0066abb5ec1eb2371c127a2c01914c226ae8943aad05bf1af5b928cb13,a7a8a1d477767d74297c301d1822fc48,f7a3beacd43e7fdd84ede762f8c04fc5,135,33
1234,13681,1715271452.322429,11,13683,2871,7.938559,f1f9432702e04d65b28ce3a1dbecbbd0bba8464400b1474a4df8e279e6a04b29,3ee8f960661c3777722d691adebe1248,5d9837fab7a4e5f4387b3fa380df6ed0,144,98
1236,13701,1715271603.784612,34,13703,1396,7.870835,8414bb4199a479c017f471d97a37559780d569cce4dae07e2910a0a0170aea3b,d2d2bc9af671f98d1882c13d01e55d4e,854c49cd7b91dddbf619a402cc31ec35,30,78
1238,13721,1715271670.743136,1,13723,5659,7.9667,55c90670738afc2d0ef132ce14de8e8918e3a32553df3c4612a744a4550b777b,e0e8a6d4d51f1f6ebc703931a4dc7902,9b902e94ba1d4a6b273951ec000d888c,91,113
1240,13742,1715271744.3621,34,13744,2048,7.910047,c9aaf98ff43074cc88884580244072826e8e437370b6c75d2a6ba673dc63a253,df54bd20568e7de5be2c8379210c6466,19479ca42f41eaf22d31d2f6461a7fad,192,242
1244,13782,1715272008.312262,3,13784,2907,7.944292,66d73b0b966d9a54738ec35278b17091a0118ba385b7f80b27aa1864c2a7fac4,7210dfeb75b5b9688873fdf5de42f483,7feaf43cc579d9a8f17179c99434238b,62,184
1245,13792,1715272129.743954,39,13794,1508,7.852264,0fcdff92315d6c29ad43fbc012d3b331633b2ba439d5c7b179f5dd439f84b66f,b03d610ab8d42feef9be73d869866912,c123aa6191c1422768181b36d2617ab7,187,141
1250,13846,1715272265.884157,24,13848,2539,7.91985,059b4c52eb2ebcf4d81e9eaa9bb9247c26e482ef4281d95e5254327c7f7767e8,ad9ddd46f979e71c0b3e80af3d536b3a,0b463c6edd69a7d32c6ebc2e36d84286,107,155
1256,13918,1715273042.642794,3,13920,5464,7.967752,706513b95fbf7f5b5d3757d4cd9d7e14bbd4c486f79fe957a590d10be9b0fc38,96d610cdc537d05b418b23e9be5615a2,59f366a96791f421b0fad9c97e0c8c4f,163,107
1257,13928,1715273044.216641,2,13930,1562,7.882097,8d4fbf42de24105e391d54a10dc83ce187d14b9c7a34348ef0f386650c4b4312,b3a114ffd28959bb43fd8dc7984daa12,e59c21bacb5c84038dadd7511bc9a837,172,168
1258,13938,1715273095.496888,31,13940,4917,7.964099,dbd0be942d8a88a125d5bd8f2a6a47d60b0923f30c8653415d6ec6d5b7e50931,5428a32200c1868b2e99aff2c63ae597,aee60f15af5c230d522113a38f942d22,205,205
1262,13985,1715273533.078705,22,13987,5669,7.971267,3f25ba5b05ee36250152d726da12d554b32e1dd3eacc7106668901e4ebb4afc9,10382e8fd3625e090eb2837553ce6b84,30d83d20aa9f34b757766f7199a1ce88,189,19
1265,14015,1715273718.819186,35,14017,5359,7.963393,95fda18419dec3659b2c42bcf0bc23a3fa51b888fb25b4277512f61d7c067f17,db30f5e1c4ef31b1574fba9438b9da70,803687fe5e956f2582aa7f2714d79528,234,108
1266,14025,1715273821.99489,28,14027,2312,7.930784,f2140cb858c7c2908b6e2efbcf0d3636a2f5f8e5a84fafc6c344cf2eef1c96b7,62a2c2b06709fdd5bef70c9a91b7fd67,0ad55735c02085cb6a86812fedbeec54,67,33
1269,14057,1715273991.068816,18,14059,4444,7.956972,fad1c89c86ce9720b05feced230943b1f2668b065a231887cd7ef8be293c94e0,d0659c059df54114a4705896eeb533e3,6635872d782c33f523dcc53b50438a13,121,19
